cod;cidade;designacao;arquivo_origem;mes;ano;RCPJ;RCPN;IT;RI;RTD;Notas;Protesto;Emolumentos;Funarpem;Gratuitos;Total;gestor;cargo
1548;DUQUE DE CAXIAS;RCPN 03 DISTR;2025_01.pdf;1;2025;0;14.291.539,00;0;0;0.0;4.751.069,00;0;7.816.878,00;11.134.354,00;91376.0;19.042.608,00;JUREMA DE BARROS;Titular
1548;DUQUE DE CAXIAS;RCPN 03 DISTR;2025_02.pdf;2;2025;0;9.664.107,00;0;0;0.0;3.901.939,00;0;7.626.457,00;586.512;74469.0;13.566.046,00;JUREMA DE BARROS;Titular
1548;DUQUE DE CAXIAS;RCPN 03 DISTR;2025_03.pdf;3;2025;0;11.335.634,00;0;0;0.0;4.837.617,00;0;8.141.831,00;793.693;94490.0;16.173.251,00;JUREMA DE BARROS;Titular
1548;DUQUE DE CAXIAS;RCPN 03 DISTR;2025_06.pdf;6;2025;0;14.216.396,00;0;0;0.0;4.194.374,00;0;8.291.616,00;10.038.583,00;80571.0;1.841.077,00;JUREMA DE BARROS;Titular
1548;DUQUE DE CAXIAS;RCPN 03 DISTR;2025_07.pdf;7;2025;0;15.695.819,00;0;0;0.0;4.990.444,00;0;9.976.736,00;10.613.893,00;95634.0;20.686.263,00;JUREMA DE BARROS;Titular
1548;DUQUE DE CAXIAS;RCPN 03 DISTR;2025_08.pdf;8;2025;0;16.737.898,00;0;0;0.0;463.286;0;9.132.582,00;12.148.256,00;89920.0;21.370.758,00;JUREMA DE BARROS;Titular
1548;DUQUE DE CAXIAS;RCPN 03 DISTR;2025_09.pdf;9;2025;0;16.219.755,00;0;0;0.0;4.819.776,00;0;10.094.391,00;10.852.753,00;92387.0;21.039.531,00;JUREMA DE BARROS;Titular
1548;DUQUE DE CAXIAS;RCPN 03 DISTR;2025_10.pdf;10;2025;0;16.803.975,00;0;0;0.0;4.754.607,00;0;10.343.413,00;11.121.008,00;94161.0;21.558.582,00;JUREMA DE BARROS;Titular
1549;DUQUE DE CAXIAS;RCPN 04 DISTR;2024_09.pdf;9;2024;0;6.175.113,00;0;0;0.0;210.917;0;4.473.218,00;3.770.477,00;40588.0;8.284.283,00;GELSA DE SOUSA AMORELLI;Responsável pelo Expediente
1549;DUQUE DE CAXIAS;RCPN 04 DISTR;2024_10.pdf;10;2024;0;6.348.218,00;0;0;0.0;1.913.493,00;0;4.237.392,00;3.987.668,00;36651.0;8.261.711,00;GELSA DE SOUSA AMORELLI;Responsável pelo Expediente
1549;DUQUE DE CAXIAS;RCPN 04 DISTR;2024_11.pdf;11;2024;0;7.106.492,00;0;0;0.0;2.015.668,00;0;4.365.328,00;4.718.434,00;38398.0;912.216;GELSA DE SOUSA AMORELLI;Responsável pelo Expediente
1549;DUQUE DE CAXIAS;RCPN 04 DISTR;2024_12.pdf;12;2024;0;648.557;0;0;0.0;1.782.242,00;0;4.228.154,00;4.005.343,00;34315.0;8.267.812,00;GELSA DE SOUSA AMORELLI;Responsável pelo Expediente
1549;DUQUE DE CAXIAS;RCPN 04 DISTR;2025_01.pdf;1;2025;0;6.834.439,00;0;0;0.0;1.987.954,00;0;4.716.033,00;4.068.179,00;38181.0;8.822.393,00;GELSA DE SOUSA AMORELLI;Responsável pelo Expediente
1549;DUQUE DE CAXIAS;RCPN 04 DISTR;2025_02.pdf;2;2025;0;9.091.058,00;0;0;0.0;2.090.837,00;0;4.465.852,00;6.675.756,00;40287.0;11.181.895,00;GELSA DE SOUSA AMORELLI;Responsável pelo Expediente
1549;DUQUE DE CAXIAS;RCPN 04 DISTR;2025_03.pdf;3;2025;0;8.390.597,00;0;0;0.0;2.007.836,00;0;4.395.178,00;5.964.688,00;38567.0;10.398.433,00;GELSA DE SOUSA AMORELLI;Responsável pelo Expediente
1549;DUQUE DE CAXIAS;RCPN 04 DISTR;2025_06.pdf;6;2025;0;64.887;0;0;0.0;2.188.936,00;0;4.537.926,00;4.097.916,00;41794.0;8.677.636,00;GELSA DE SOUSA AMORELLI;Responsável pelo Expediente
1549;DUQUE DE CAXIAS;RCPN 04 DISTR;2025_07.pdf;7;2025;0;7.206.085,00;0;0;0.0;2.395.361,00;0;5.584.762,00;3.970.854,00;45830.0;9.601.446,00;GELSA DE SOUSA AMORELLI;Responsável pelo Expediente
1549;DUQUE DE CAXIAS;RCPN 04 DISTR;2025_08.pdf;8;2025;0;7.937.581,00;0;0;0.0;2.495.073,00;0;5.862.497,00;4.522.306,00;47851.0;10.432.654,00;GELSA DE SOUSA AMORELLI;Responsável pelo Expediente
1549;DUQUE DE CAXIAS;RCPN 04 DISTR;2025_09.pdf;9;2025;0;7.596.257,00;0;0;0.0;2.044.818,00;0;5.709.109,00;3.892.968,00;38998.0;9.641.075,00;GELSA DE SOUSA AMORELLI;Responsável pelo Expediente
1549;DUQUE DE CAXIAS;RCPN 04 DISTR;2025_10.pdf;10;2025;0;8.355.137,00;0;0;0.0;3.055.524,00;0;6.949.506,00;4.402.277,00;58878.0;11.410.661,00;GELSA DE SOUSA AMORELLI;Responsável pelo Expediente
1237;ENGENHEIRO PAULO DE FRONTIN;OFICIO UNICO;2024_09.pdf;9;2024;59.949;1.227.908,00;142.835;1.797.626,00;30481.0;1.393.042,00;2.5198;4.109.105,00;723.596;71120.0;4.903.821,00;RODRIGO ALEXANDRE VILELA TEODORO;Titular
1237;ENGENHEIRO PAULO DE FRONTIN;OFICIO UNICO;2024_10.pdf;10;2024;40.72;11.5042;119.748;1.021.124,00;66036.0;1.603.164,00;459.683;3.645.875,00;752.266;62754.0;4.460.895,00;RODRIGO ALEXANDRE VILELA TEODORO;Titular
1237;ENGENHEIRO PAULO DE FRONTIN;OFICIO UNICO;2024_11.pdf;11;2024;40.72;1.238.714,00;12.985;11.1576;0.0;1.195.244,00;190.623;3.079.989,00;665.233;48824.0;3.794.046,00;RODRIGO ALEXANDRE VILELA TEODORO;Titular
1237;ENGENHEIRO PAULO DE FRONTIN;OFICIO UNICO;2024_12.pdf;12;2024;1.3234;922.661;1.0388;2.114.761,00;30481.0;1.444.293,00;420.097;4.429.978,00;657.164;81371.0;5.168.513,00;RODRIGO ALEXANDRE VILELA TEODORO;Titular
1237;ENGENHEIRO PAULO DE FRONTIN;OFICIO UNICO;2025_01.pdf;1;2025;127.908;140.984;27.192;2.019.128,00;0.0;522.891;778.471;4.005.851,00;812.947;66632.0;488.543;RODRIGO ALEXANDRE VILELA TEODORO;Titular
1237;ENGENHEIRO PAULO DE FRONTIN;OFICIO UNICO;2025_02.pdf;2;2025;0;1.362.049,00;2.0394;804.479;0.0;1.994.579,00;3.2805;3.807.538,00;821.925;63634.0;4.693.097,00;RODRIGO ALEXANDRE VILELA TEODORO;Titular
1237;ENGENHEIRO PAULO DE FRONTIN;OFICIO UNICO;2025_03.pdf;3;2025;286.422;1.250.469,00;68.775;631.898;48500.0;2.070.372,00;210.361;3.802.753,00;700.265;63779.0;4.566.797,00;RODRIGO ALEXANDRE VILELA TEODORO;Titular
1237;ENGENHEIRO PAULO DE FRONTIN;OFICIO UNICO;2025_06.pdf;6;2025;45.127;1.355.369,00;14.391;1.486.976,00;30333.0;929.822;501.943;3.497.154,00;8.1037;56437.0;4.363.961,00;RODRIGO ALEXANDRE VILELA TEODORO;Titular
1237;ENGENHEIRO PAULO DE FRONTIN;OFICIO UNICO;2025_07.pdf;7;2025;125.353;16.276;201.474;2.607.334,00;0.0;1.995.646,00;361.915;5.861.453,00;955.687;102.182;6.919.322,00;RODRIGO ALEXANDRE VILELA TEODORO;Titular
1237;ENGENHEIRO PAULO DE FRONTIN;OFICIO UNICO;2025_08.pdf;8;2025;205.579;1.494.185,00;57.564;1.421.124,00;96515.0;977.386;2.9865;3.554.836,00;937.881;58286.0;4.551.003,00;RODRIGO ALEXANDRE VILELA TEODORO;Titular
1237;ENGENHEIRO PAULO DE FRONTIN;OFICIO UNICO;2025_09.pdf;9;2025;307.115;1.453.411,00;115.128;3.540.915,00;24819.0;1.473.975,00;453.704;6.277.575,00;977.009;114.483;7.369.067,00;RODRIGO ALEXANDRE VILELA TEODORO;Titular
1237;ENGENHEIRO PAULO DE FRONTIN;OFICIO UNICO;2025_10.pdf;10;2025;225.635;1.707.254,00;71.955;2.417.312,00;3446.0;1.745.094,00;361.243;5.395.456,00;1.043.986,00;92497.0;6.531.939,00;RODRIGO ALEXANDRE VILELA TEODORO;Titular
2358;GUAPIMIRIM;OFICIO UNICO;2024_09.pdf;9;2024;324.629;4.447.684,00;636.265;19.153.829,00;154.886;7.989.305,00;4.539.889,00;34.089.497,00;2.516.841,00;640.149;37.246.487,00;LEONCIO RIBEIRO DA SILVA NETO;Titular
2358;GUAPIMIRIM;OFICIO UNICO;2024_10.pdf;10;2024;137.315;5.501.751,00;714.175;21.340.521,00;1.180.126,00;11.119.729,00;3.293.245,00;39.825.031,00;2.725.933,00;735.898;43.286.862,00;LEONCIO RIBEIRO DA SILVA NETO;Titular
2358;GUAPIMIRIM;OFICIO UNICO;2024_11.pdf;11;2024;423.486;6.191.551,00;688.205;14.977.521,00;11.6433;10.362.899,00;3.160.884,00;32.895.283,00;3.473.729,00;599.864;36.968.876,00;LEONCIO RIBEIRO DA SILVA NETO;Titular
2358;GUAPIMIRIM;OFICIO UNICO;2024_12.pdf;12;2024;64.924;4.796.531,00;7.2716;19.598.391,00;264.436;10.751.689,00;3.315.903,00;39.160.268,00;2.016.082,00;722.608;41.898.958,00;LEONCIO RIBEIRO DA SILVA NETO;Titular
2358;GUAPIMIRIM;OFICIO UNICO;2025_01.pdf;1;2025;418.067;4.462.496,00;421.476;17.441.142,00;371.899;8.839.696,00;4.995.131,00;34.024.523,00;229.705;628.334;36.949.907,00;LEONCIO RIBEIRO DA SILVA NETO;Titular
2358;GUAPIMIRIM;OFICIO UNICO;2025_02.pdf;2;2025;707.361;3.573.732,00;9.5172;19.048.257,00;238.374;8.671.236,00;6.220.366,00;37.260.811,00;1.454.159,00;696.076;39.411.046,00;LEONCIO RIBEIRO DA SILVA NETO;Titular
2358;GUAPIMIRIM;OFICIO UNICO;2025_03.pdf;3;2025;3.0895;3.520.865,00;374.247;15.862.057,00;182.026;8.162.611,00;3.059.907,00;29.185.401,00;1.740.348,00;544.914;31.470.663,00;LEONCIO RIBEIRO DA SILVA NETO;Titular
2358;GUAPIMIRIM;OFICIO UNICO;2025_06.pdf;6;2025;282.544;5.281.329,00;501.429;1.582.732,00;353.025;9.084.702,00;3.058.375,00;31.121.572,00;2.706.431,00;560.721;34.388.724,00;LEONCIO RIBEIRO DA SILVA NETO;Titular
2358;GUAPIMIRIM;OFICIO UNICO;2025_07.pdf;7;2025;6.8428;4.923.266,00;682.652;22.688.777,00;218.531;10.264.779,00;3.673.629,00;39.773.264,00;2.625.111,00;737.539;43.135.914,00;LEONCIO RIBEIRO DA SILVA NETO;Titular
2358;GUAPIMIRIM;OFICIO UNICO;2025_08.pdf;8;2025;367.783;6.376.815,00;503.685;14.315.556,00;99264.0;873.171;11.794.349,00;38.269.695,00;3.225.912,00;693.555;42.189.162,00;LEONCIO RIBEIRO DA SILVA NETO;Titular
2358;GUAPIMIRIM;OFICIO UNICO;2025_09.pdf;9;2025;187.275;6.190.158,00;590.031;20.679.432,00;10.0784;10.235.239,00;13.868.208,00;49.195.274,00;2.663.889,00;8.9902;52.758.183,00;LEONCIO RIBEIRO DA SILVA NETO;Titular
2358;GUAPIMIRIM;OFICIO UNICO;2025_10.pdf;10;2025;542.269;6.367.089,00;983.075;2.005.588,00;353.651;9.184.067,00;5.285.142,00;3.914.252,00;2.927.052,00;701.601;42.771.173,00;LEONCIO RIBEIRO DA SILVA NETO;Titular
2355;IGUABA GRANDE;OFICIO UNICO;2024_09.pdf;9;2024;1.7306;3.039.565,00;1.183.983,00;18.541.231,00;533.107;10.275.425,00;1.534.227,00;32.709.877,00;1.972.126,00;598.595;35.280.598,00;MAURICIO SAUERBRONN DE MELLO;Titular
2355;IGUABA GRANDE;OFICIO UNICO;2024_10.pdf;10;2024;144.782;3.087.258,00;865.708;26.777.565,00;420.514;10.921.484,00;1.924.843,00;41.435.532,00;1.923.771,00;782.851;44.142.154,00;MAURICIO SAUERBRONN DE MELLO;Titular
2355;IGUABA GRANDE;OFICIO UNICO;2024_11.pdf;11;2024;63.342;2.996.272,00;11.4579;18.282.028,00;560.479;9.756.198,00;1.211.369,00;31.135.037,00;2.299.233,00;581.208;34.015.478,00;MAURICIO SAUERBRONN DE MELLO;Titular
2355;IGUABA GRANDE;OFICIO UNICO;2024_12.pdf;12;2024;208.124;3.142.577,00;712.936;2.429.705,00;323.709;1.008.387,00;2.756.536,00;3.885.498,00;193.688;732.942;41.524.802,00;MAURICIO SAUERBRONN DE MELLO;Titular
2355;IGUABA GRANDE;OFICIO UNICO;2025_01.pdf;1;2025;162.252;2.824.666,00;5.4384;27.955.235,00;547.758;6.861.542,00;1.606.477,00;3.782.996,00;193.626;7.3555;4.050.177,00;MAURICIO SAUERBRONN DE MELLO;Titular
2355;IGUABA GRANDE;OFICIO UNICO;2025_02.pdf;2;2025;66.322;2.302.835,00;965.316;14.435.997,00;556.872;7.547.874,00;2.178.758,00;26.166.633,00;1.404.242,00;483.099;28.053.974,00;MAURICIO SAUERBRONN DE MELLO;Titular
2355;IGUABA GRANDE;OFICIO UNICO;2025_03.pdf;3;2025;261.188;2.653.435,00;1.366.448,00;14.757.887,00;753.633;10.147.822,00;199.192;29.632.053,00;1.729.451,00;570.829;31.932.333,00;MAURICIO SAUERBRONN DE MELLO;Titular
2355;IGUABA GRANDE;OFICIO UNICO;2025_06.pdf;6;2025;367.284;2.416.765,00;1.709.194,00;23.572.441,00;507.388;11.906.922,00;2.814.338,00;40.718.282,00;1.812.296,00;763.754;43.294.332,00;MAURICIO SAUERBRONN DE MELLO;Titular
2355;IGUABA GRANDE;OFICIO UNICO;2025_07.pdf;7;2025;140.396;3.212.762,00;964.005;26.441.068,00;547.365;1.110.228,00;3.619.185,00;43.305.239,00;1.899.823,00;821.999;46.027.061,00;MAURICIO SAUERBRONN DE MELLO;Titular
2355;IGUABA GRANDE;OFICIO UNICO;2025_08.pdf;8;2025;2.1686;4.090.145,00;762.483;21.803.555,00;428.799;11.518.844,00;3.931.641,00;39.292.545,00;2.718.506,00;741.276;42.752.327,00;MAURICIO SAUERBRONN DE MELLO;Titular
2355;IGUABA GRANDE;OFICIO UNICO;2025_09.pdf;9;2025;144.153;4.000.721,00;992.819;17.975.278,00;658.949;10.535.682,00;2.627.558,00;3.410.592,00;2.196.958,00;632.282;3.693.516,00;MAURICIO SAUERBRONN DE MELLO;Titular
2355;IGUABA GRANDE;OFICIO UNICO;2025_10.pdf;10;2025;115.325;445.391;1.050.351,00;26.487.364,00;929.903;10.005.169,00;4.111.177,00;43.645.744,00;2.673.313,00;834.142;47.153.199,00;MAURICIO SAUERBRONN DE MELLO;Titular
1554;ITABORAI;01 OF DE JUSTICA;2024_09.pdf;9;2024;0;0.0;0;16.794.587,00;0.0;4.468.964,00;16.850.663,00;37.376.745,00;0.0;737.469;38.114.214,00;LEONAM COSTA DE SOUZA;Titular
1554;ITABORAI;01 OF DE JUSTICA;2024_10.pdf;10;2024;0;0.0;0;20.870.829,00;0.0;5.816.928,00;9.294.709,00;35.290.898,00;0.0;691.568;35.982.466,00;LEONAM COSTA DE SOUZA;Titular
1554;ITABORAI;01 OF DE JUSTICA;2024_11.pdf;11;2024;0;0.0;0;17.538.782,00;0.0;4.511.807,00;11.311.829,00;32.722.003,00;0.0;640.415;33.362.418,00;LEONAM COSTA DE SOUZA;Titular
1554;ITABORAI;01 OF DE JUSTICA;2024_12.pdf;12;2024;0;0.0;0;14.762.335,00;0.0;6.742.951,00;14.522.141,00;35.332.899,00;0.0;694.528;36.027.427,00;LEONAM COSTA DE SOUZA;Titular
1554;ITABORAI;01 OF DE JUSTICA;2025_01.pdf;1;2025;0;0.0;0;15.266.503,00;0.0;3.348.085,00;17.756.598,00;35.676.117,00;0.0;695.069;36.371.186,00;LEONAM COSTA DE SOUZA;Titular
1554;ITABORAI;01 OF DE JUSTICA;2025_02.pdf;2;2025;0;0.0;0;16.656.642,00;0.0;4.579.962,00;15.491.463,00;36.020.423,00;0.0;707.644;36.728.067,00;LEONAM COSTA DE SOUZA;Titular
1554;ITABORAI;01 OF DE JUSTICA;2025_03.pdf;3;2025;0;0.0;0;1.681.919,00;0.0;4.236.582,00;1.485.334,00;35.221.375,00;0.0;687.737;35.909.112,00;LEONAM COSTA DE SOUZA;Titular
1554;ITABORAI;01 OF DE JUSTICA;2025_06.pdf;6;2025;0;0.0;0;2.250.397,00;0.0;3.668.674,00;12.408.108,00;37.830.582,00;0.0;7.5017;38.580.752,00;LEONAM COSTA DE SOUZA;Titular
1554;ITABORAI;01 OF DE JUSTICA;2025_07.pdf;7;2025;0;0.0;0;18.537.197,00;0.0;4.630.376,00;21.308.837,00;0;0.0;0.0;4.447.641,00;LEONAM COSTA DE SOUZA;Titular
1554;ITABORAI;01 OF DE JUSTICA;2025_08.pdf;8;2025;0;0.0;0;16.062.202,00;0.0;5.611.779,00;30.133.125,00;0;0.0;0.0;51.807.106,00;LEONAM COSTA DE SOUZA;Titular
1554;ITABORAI;01 OF DE JUSTICA;2025_09.pdf;9;2025;0;0.0;0;2.330.546,00;0.0;9.099.341,00;24.223.188,00;55.530.813,00;0.0;1.097.176,00;56.627.989,00;LEONAM COSTA DE SOUZA;Titular
1554;ITABORAI;01 OF DE JUSTICA;2025_10.pdf;10;2025;0;0.0;0;24.435.597,00;0.0;6.603.936,00;2.078.952,00;5.083.505,00;0.0;994.003;51.829.053,00;LEONAM COSTA DE SOUZA;Titular
1560;ITABORAI;02 OF DE JUSTICA;2024_09.pdf;9;2024;753.319;0.0;0;53.396.679,00;3.300.916,00;18.152.752,00;0;74.133.652,00;0.0;1.470.014,00;75.603.666,00;MARCELO POPPE DE FIGUEIREDO FABIAO;Titular
1560;ITABORAI;02 OF DE JUSTICA;2024_10.pdf;10;2024;1.838.053,00;0.0;0;58.481.042,00;3.274.112,00;17.598.194,00;0;7.961.221,00;0.0;1.579.191,00;81.191.401,00;MARCELO POPPE DE FIGUEIREDO FABIAO;Titular
1560;ITABORAI;02 OF DE JUSTICA;2024_11.pdf;11;2024;1.299.642,00;0.0;0;9.052.657,00;3.118.587,00;14.576.064,00;0;1.073.814,38;0.0;2.139.425,00;1.095.208,63;MARCELO POPPE DE FIGUEIREDO FABIAO;Titular
1560;ITABORAI;02 OF DE JUSTICA;2024_12.pdf;12;2024;956.918;0.0;0;1.514.849,47;2.198.449,00;18.872.565,00;0;1.701.228,53;0.0;3.390.026,00;1.735.128,79;MARCELO POPPE DE FIGUEIREDO FABIAO;Titular
1560;ITABORAI;02 OF DE JUSTICA;2025_01.pdf;1;2025;1.701.382,00;0.0;0;48.124.514,00;2.584.159,00;29.853.166,00;0;80.662.259,00;0.0;1.600.962,00;82.263.221,00;MARCELO POPPE DE FIGUEIREDO FABIAO;Titular
1560;ITABORAI;02 OF DE JUSTICA;2025_02.pdf;2;2025;1.606.839,00;0.0;0;52.431.593,00;5.321.433,00;14.327.212,00;0;72.258.462,00;0.0;1.428.615,00;73.687.077,00;MARCELO POPPE DE FIGUEIREDO FABIAO;Titular
1560;ITABORAI;02 OF DE JUSTICA;2025_03.pdf;3;2025;150.636;0.0;0;42.111.643,00;6.801.033,00;29.072.149,00;0;77.940.792,00;0.0;1.550.393,00;79.491.185,00;MARCELO POPPE DE FIGUEIREDO FABIAO;Titular
1560;ITABORAI;02 OF DE JUSTICA;2025_06.pdf;6;2025;11.3319;0.0;0;46.224.243,00;4.841.005,00;10.095.452,00;0;61.083.782,00;0.0;1.210.108,00;6.229.389,00;MARCELO POPPE DE FIGUEIREDO FABIAO;Titular
1560;ITABORAI;02 OF DE JUSTICA;2025_07.pdf;7;2025;1.465.457,00;0.0;0;85.855.067,00;4.232.507,00;23.477.215,00;0;0;0.0;0.0;1.150.302,46;MARCELO POPPE DE FIGUEIREDO FABIAO;Titular
1560;ITABORAI;02 OF DE JUSTICA;2025_08.pdf;8;2025;908.808;0.0;0;64.326.271,00;4.052.239,00;2.590.827,00;0;0;0.0;0.0;95.195.588,00;MARCELO POPPE DE FIGUEIREDO FABIAO;Titular
1560;ITABORAI;02 OF DE JUSTICA;2025_09.pdf;9;2025;1.011.597,00;0.0;0;58.215.224,00;3.038.012,00;22.529.754,00;0;83.141.704,00;0.0;1.652.883,00;84.794.587,00;MARCELO POPPE DE FIGUEIREDO FABIAO;Titular
1560;ITABORAI;02 OF DE JUSTICA;2025_10.pdf;10;2025;2.088.375,00;0.0;0;60.798.815,00;4.008.216,00;20.188.754,00;0;85.391.049,00;0.0;1.693.111,00;8.708.416,00;MARCELO POPPE DE FIGUEIREDO FABIAO;Titular
1561;ITABORAI;RCPN 01 DISTR;2024_09.pdf;9;2024;0;13.679.824,00;1.607.348,00;0;0.0;0;0;7.377.005,00;7.878.726,00;31441.0;15.287.172,00;MARIA GORETI ARAUJO DA CUNHA;Titular
1561;ITABORAI;RCPN 01 DISTR;2024_10.pdf;10;2024;0;14.975.097,00;1.749.694,00;0;0.0;0;0;8.644.954,00;8.045.801,00;34036.0;16.724.791,00;MARIA GORETI ARAUJO DA CUNHA;Titular
1561;ITABORAI;RCPN 01 DISTR;2024_11.pdf;11;2024;0;14.260.942,00;1.217.309,00;0;0.0;0;0;7.286.311,00;8.168.318,00;23622.0;15.478.251,00;MARIA GORETI ARAUJO DA CUNHA;Titular
1561;ITABORAI;RCPN 01 DISTR;2024_12.pdf;12;2024;0;12.244.028,00;1.278.953,00;0;0.0;0;0;6.235.618,00;7.262.725,00;24638.0;13.522.981,00;MARIA GORETI ARAUJO DA CUNHA;Titular
1561;ITABORAI;RCPN 01 DISTR;2025_01.pdf;1;2025;0;13.167.052,00;1.478.528,00;0;0.0;0;0;7.409.976,00;7.206.876,00;28728.0;1.464.558,00;MARIA GORETI ARAUJO DA CUNHA;Titular
1561;ITABORAI;RCPN 01 DISTR;2025_02.pdf;2;2025;0;10.706.797,00;2.052.996,00;0;0.0;0;0;8.295.964,00;4.423.663,00;40166.0;12.759.793,00;MARIA GORETI ARAUJO DA CUNHA;Titular
1561;ITABORAI;RCPN 01 DISTR;2025_03.pdf;3;2025;0;1.166.589,00;1.452.051,00;0;0.0;0;0;7.012.403,00;6.077.718,00;27820.0;13.117.941,00;MARIA GORETI ARAUJO DA CUNHA;Titular
1561;ITABORAI;RCPN 01 DISTR;2025_06.pdf;6;2025;0;14.712.733,00;1.752.065,00;0;0.0;0;0;8.574.859,00;7.855.817,00;34122.0;16.464.798,00;MARIA GORETI ARAUJO DA CUNHA;Titular
1561;ITABORAI;RCPN 01 DISTR;2025_07.pdf;7;2025;0;15.627.622,00;2.050.639,00;0;0.0;0;0;10.080.129,00;755.837;39762.0;17.678.261,00;MARIA GORETI ARAUJO DA CUNHA;Titular
1561;ITABORAI;RCPN 01 DISTR;2025_08.pdf;8;2025;0;16.574.881,00;2.111.683,00;0;0.0;0;0;8.998.544,00;9.647.694,00;40326.0;18.686.564,00;MARIA GORETI ARAUJO DA CUNHA;Titular
1561;ITABORAI;RCPN 01 DISTR;2025_09.pdf;9;2025;0;16.820.872,00;2.057.913,00;0;0.0;0;0;1.031.642,00;8.522.039,00;40326.0;18.878.785,00;MARIA GORETI ARAUJO DA CUNHA;Titular
1561;ITABORAI;RCPN 01 DISTR;2025_10.pdf;10;2025;0;18.267.493,00;1.730.942,00;0;0.0;0;0;10.514.025,00;9.450.913,00;33497.0;19.998.435,00;MARIA GORETI ARAUJO DA CUNHA;Titular
1562;ITABORAI;RCPN 03 DISTR;2024_09.pdf;9;2024;0;5.943.753,00;0;0;0.0;5.771.178,00;0;7.658.754,00;394.453;111.647;11.714.931,00;FERNANDA ANDRADE SILVEIRA BUENO;Titular
1562;ITABORAI;RCPN 03 DISTR;2024_10.pdf;10;2024;0;6.214.466,00;0;0;0.0;2.706.823,00;0;4.744.505,00;4.124.423,00;52361.0;8.921.289,00;FERNANDA ANDRADE SILVEIRA BUENO;Titular
1562;ITABORAI;RCPN 03 DISTR;2024_11.pdf;11;2024;0;5.864.538,00;0;0;0.0;3.768.584,00;0;5.430.989,00;4.129.711,00;72422.0;9.633.122,00;FERNANDA ANDRADE SILVEIRA BUENO;Titular
1562;ITABORAI;RCPN 03 DISTR;2024_12.pdf;12;2024;0;5.483.792,00;0;0;0.0;2.513.499,00;0;4.441.511,00;350.737;48410.0;7.997.291,00;FERNANDA ANDRADE SILVEIRA BUENO;Titular
1562;ITABORAI;RCPN 03 DISTR;2025_01.pdf;1;2025;0;5.478.926,00;0;0;0.0;262.785;0;4.538.156,00;3.518.115,00;50505.0;8.106.776,00;FERNANDA ANDRADE SILVEIRA BUENO;Titular
1562;ITABORAI;RCPN 03 DISTR;2025_02.pdf;2;2025;0;498.548;0;0;0.0;3.625.369,00;0;5.439.426,00;310.161;69813.0;8.610.849,00;FERNANDA ANDRADE SILVEIRA BUENO;Titular
1562;ITABORAI;RCPN 03 DISTR;2025_03.pdf;3;2025;0;4.975.384,00;0;0;0.0;3.471.355,00;0;5.082.702,00;3.296.746,00;67291.0;8.446.739,00;FERNANDA ANDRADE SILVEIRA BUENO;Titular
1562;ITABORAI;RCPN 03 DISTR;2025_06.pdf;6;2025;0;6.266.645,00;0;0;0.0;3.712.489,00;0;5.998.138,00;3.909.508,00;71488.0;9.979.134,00;FERNANDA ANDRADE SILVEIRA BUENO;Titular
1562;ITABORAI;RCPN 03 DISTR;2025_07.pdf;7;2025;0;6.305.014,00;0;0;0.0;4.436.799,00;0;6.730.429,00;392.571;85674.0;10.741.813,00;FERNANDA ANDRADE SILVEIRA BUENO;Titular
1562;ITABORAI;RCPN 03 DISTR;2025_08.pdf;8;2025;0;6.693.352,00;0;0;0.0;350.272;0;5.936.504,00;4.192.152,00;67416.0;10.196.072,00;FERNANDA ANDRADE SILVEIRA BUENO;Titular
1562;ITABORAI;RCPN 03 DISTR;2025_09.pdf;9;2025;0;7.590.721,00;0;0;0.0;4.737.364,00;0;7.312.098,00;4.924.258,00;91729.0;12.328.085,00;FERNANDA ANDRADE SILVEIRA BUENO;Titular
1562;ITABORAI;RCPN 03 DISTR;2025_10.pdf;10;2025;0;7.277.378,00;0;0;0.0;3.169.995,00;0;5.907.295,00;4.479.115,00;60963.0;10.447.373,00;FERNANDA ANDRADE SILVEIRA BUENO;Titular
1563;ITABORAI;RCPN 04 DISTR;2024_09.pdf;9;2024;0;1.867.392,00;0;0;0.0;121.518;0;366.745;1.620.037,00;2128.0;198.891;MARCELO POPPE DE FIGUEIREDO FABIAO;Responsável pelo Expediente
1563;ITABORAI;RCPN 04 DISTR;2024_10.pdf;10;2024;0;2.038.779,00;0;0;0.0;3.6898;0;569.415;1.831.254,00;7090.0;2.407.759,00;MARCELO POPPE DE FIGUEIREDO FABIAO;Responsável pelo Expediente
1563;ITABORAI;RCPN 04 DISTR;2024_11.pdf;11;2024;0;2.041.179,00;0;0;0.0;163.563;0;321.215;1.880.474,00;3053.0;2.204.742,00;MARCELO POPPE DE FIGUEIREDO FABIAO;Responsável pelo Expediente
1563;ITABORAI;RCPN 04 DISTR;2024_12.pdf;12;2024;0;1.864.708,00;0;0;0.0;90.724;0;333.243;162.044;1749.0;1.955.432,00;MARCELO POPPE DE FIGUEIREDO FABIAO;Responsável pelo Expediente
1563;ITABORAI;RCPN 04 DISTR;2025_01.pdf;1;2025;0;1.710.754,00;0;0;0.0;206.789;0;4.0891;1.504.724,00;3909.0;1.917.543,00;MARCELO POPPE DE FIGUEIREDO FABIAO;Responsável pelo Expediente
